subject,sessionIndex,rep,UD.period.t,UD.t.i,UD.i.e,UD.e.five,UD.five.Shift.r,UD.Shift.r.o,UD.o.a,UD.a.n,UD.n.l,UD.l.Return
s052,4,50,0.4493,-0.0364,0.0101,0.2273,0.2285,0.1641,0.2778,0.0138,-0.0594,0.2639
s052,5,1,0.6107,-0.0056,0.0317,0.2194,0.2599,0.167,0.2667,-0.0013,-0.0241,0.2992
s052,5,2,0.5664,-0.0103,0.0135,0.2139,0.2614,0.1739,0.2525,0.0444,-0.0254,0.4268
s052,5,3,0.5521,-0.0222,-0.0011,0.2089,0.2029,0.1419,0.2931,0.0156,-0.0027,0.3483
s052,5,4,0.5587,-0.0124,-0.0027,0.2067,0.2074,0.1401,0.2161,0.0417,-0.0299,0.2707
s052,5,5,0.5382,-0.0058,0.0106,0.2023,0.215,0.1598,0.2377,0.0528,-0.0172,0.286
s052,5,6,0.5577,-0.0264,0.0085,0.206,0.2359,0.1807,0.2627,-0.0026,-0.0436,0.2436
s052,5,7,0.5376,-0.0182,0.018,0.2191,0.3189,0.1955,0.243,0.0378,-0.0483,0.2676
s052,5,8,0.5534,-0.0056,0.0085,0.7898,0.5982,0.2567,0.191,0.0874,-0.0156,0.248
s052,5,9,0.5577,-0.0027,0.0293,0.212,0.2322,0.1788,0.254,0.0375,-0.0264,0.2689
s052,5,10,0.5925,-0.0124,0.0319,0.2255,0.2211,0.1876,0.2192,0.0583,-0.028,0.2976
s052,5,11,0.5239,-0.033,0.009,0.2358,0.2591,0.1931,0.2171,0.0344,-0.0436,0.2259
s052,5,12,0.5476,-0.0188,0.0116,0.2252,0.2791,0.1889,0.2401,0.0156,-0.0059,0.2939
s052,5,13,0.5028,-0.0127,-0.0011,0.1912,0.2135,0.1807,0.2158,0.0394,-0.0101,0.3438
s052,5,14,0.5094,-0.0135,0.0119,0.2252,0.245,0.1801,0.2907,0.0441,-0.033,0.3076
s052,5,15,0.4638,-0.019,-0.0103,0.2168,0.2129,0.1815,0.2649,0.0586,-0.0238,0.3018
s052,5,16,0.5171,-0.0093,-0.0122,0.2183,0.2226,0.1488,0.2646,0.0278,-0.0275,0.401
s052,5,17,0.5028,-0.0201,0.0151,0.198,0.2268,0.2037,0.2794,0.0077,-0.0296,0.3976
s052,5,18,0.4846,-0.0019,-0.0045,0.2052,0.2304,0.1464,0.2467,0.0222,-0.0533,0.2873
s052,5,19,0.4838,-0.024,-0.0035,0.2199,0.1971,0.168,0.2548,0.0301,-0.0307,0.353
s052,5,20,0.4659,-0.0219,0.0019,0.2102,0.2567,0.158,0.2809,-0.0193,0.0045,0.2905
s052,5,21,0.5073,0.0069,0.0108,0.2297,0.239,0.1718,0.2277,0.0415,-0.0341,0.3206
s052,5,22,0.6769,-0.0182,0.0048,0.1901,0.2364,0.1615,0.1607,0.0863,-0.0251,0.2681
s052,5,23,0.4859,-0.014,0.0072,0.2009,0.22,0.1749,0.2008,0.0351,-0.0264,0.2908
s052,5,24,0.5049,-0.0058,0.0219,0.2212,0.2419,0.1789,0.2382,0.0655,-0.0307,0.2554
s052,5,25,0.5026,0.0106,0.0283,0.1986,0.233,0.1844,0.1968,0.1048,-0.0367,0.2939
s052,5,26,0.4875,-0.0103,0.0177,0.3196,0.2783,0.2435,0.1277,0.1053,-0.0338,0.2436
s052,5,27,0.7101,-0.0098,0.0035,0.2091,0.2264,0.1575,0.1836,0.0689,-0.0159,0.2185
s052,5,28,0.4962,-0.0035,0.0267,0.216,0.2335,0.139,0.2451,0.0167,-0.0051,0.242
s052,5,29,0.483,-0.0211,0.0027,0.2052,0.2443,0.1945,0.2256,0.0072,-0.0391,0.2283
s052,5,30,0.4733,-0.0222,0.0198,0.2173,0.2435,0.181,0.2446,0.0283,-0.0301,0.2364
s052,5,31,0.4445,0.0011,0.0014,0.2234,0.239,0.1736,0.2142,0.0238,-0.0415,0.2831
s052,5,32,0.7159,-0.0014,0.0214,0.2207,0.2287,0.1581,0.2303,0.0407,-0.0177,0.243
s052,5,33,0.5223,-0.0032,0.0188,0.2268,0.2379,0.1894,0.191,0.0918,-0.0246,0.2399
s052,5,34,0.5297,-0.0135,0.0319,0.1991,0.2346,0.1828,0.1652,0.0602,-0.0238,0.2573
s052,5,35,0.492,-0.0243,0.0064,0.2096,0.2272,0.1715,0.1776,0.0934,-0.0162,0.2517
s052,5,36,0.5049,-0.0016,0.0177,0.2289,0.2546,0.1519,0.2024,0.0243,-0.0454,0.3055
s052,5,37,0.6653,-0.0027,0.037,0.2468,0.6659,0.3437,0.5449,0.0562,-0.0375,0.2499
s052,5,38,0.5165,-0.0116,-0.0011,0.2587,0.2556,0.1984,0.2008,0.056,-0.0317,0.2378
s052,5,39,0.4986,-0.0066,0.0082,0.2263,0.2606,0.1854,0.1805,0.0868,-0.0399,0.2633
s052,5,40,0.4896,-0.0106,-0.0153,0.2305,0.2451,0.1979,0.1712,0.0773,-0.0251,0.2285
s052,5,41,0.5476,-0.0019,0.0309,0.4006,0.4018,0.2179,0.1615,0.1409,-0.0478,0.2662
s052,5,42,0.4954,-0.024,0.0058,0.2534,0.2659,0.2077,0.1465,0.1243,-0.0133,0.2293
s052,5,43,0.4577,-0.004,0.0043,0.3009,0.2944,0.214,0.2511,0.0336,-0.0351,0.2939
s052,5,44,0.4677,-0.0214,-0.0116,1.0533,0.3706,0.1999,0.1298,0.0855,-0.0264,0.2578
s052,5,45,0.4883,-0.0119,-0.0174,0.7001,0.291,0.2171,0.2504,0.0225,0.0079,0.8343
s052,5,46,0.5039,-0.0259,-0.0058,1.1054,0.575,0.2701,0.2715,-0.0037,-0.0256,0.3063
s052,5,47,0.496,-0.0232,-0.0045,0.2914,0.2686,0.1984,0.2612,-0.0187,-0.0275,0.2549
s052,5,48,0.506,-0.0235,-0.0148,0.236,0.2488,0.1833,0.1707,0.0214,-0.032,0.2728
s052,5,49,0.5102,-0.0132,-0.0043,0.2302,0.2498,0.2037,0.2327,0.0823,-0.0285,0.3214
s052,5,50,0.4646,-0.0043,0.0064,0.2231,0.2957,0.2003,0.2008,-0.0026,-0.0193,0.248
s052,6,1,0.531,-0.0283,0.0061,0.2452,0.2809,0.1699,0.2424,0.0523,-0.0322,0.3446
s052,6,2,0.5806,-0.0214,-0.0011,0.2384,0.2235,0.1385,0.2688,-0.0456,-0.0417,0.2393
s052,6,3,0.5416,-0.0219,0.0021,0.1917,0.2071,0.1588,0.2533,-0.0103,-0.0264,0.2204
s052,6,4,0.5434,-0.0127,0.0098,0.2331,0.2071,0.1759,0.1633,0.0597,-0.0433,0.2939
s052,6,5,0.4986,-0.0232,-0.0254,0.174,0.1831,0.2498,0.6686,0.057,-0.0301,0.2217
s052,6,6,0.5268,0.0072,-0.0048,0.1862,0.2147,0.187,0.2119,0.0314,-0.0122,0.2794
s052,6,7,0.5524,-0.0301,-0.0082,0.1775,0.1974,0.1517,0.3848,-0.02,-0.0375,0.2942
s052,6,8,0.5432,-0.0222,0.0159,0.1701,0.2071,0.1884,0.133,0.081,-0.018,0.2536
s052,6,9,0.4801,-0.0185,-0.0182,0.206,0.216,0.156,0.1633,0.0831,-0.0177,0.2984
s052,6,10,0.5076,-0.0243,-0.0164,0.1669,0.2382,0.1976,0.1997,0.1024,-0.0365,0.2465
s052,6,11,0.5086,-0.0182,-0.0021,0.1986,0.2145,0.1981,0.1879,0.0378,-0.0436,0.2945
s052,6,12,0.4873,-0.0064,0.0061,0.173,0.2023,0.1847,0.2047,0.0373,-0.0077,0.267
s052,6,13,0.5724,-0.0232,-0.0093,0.1746,0.204,0.1668,0.2414,0.0304,-0.0164,0.2488
s052,6,14,0.5107,-0.0259,-0.0209,0.1659,0.1662,0.1493,0.3569,-0.0306,-0.0409,0.271
s052,6,15,0.4991,-0.0045,-0.0132,0.2009,0.1839,0.1704,0.1976,0.075,-0.0507,0.2805
s052,6,16,0.4989,-0.0201,-0.0048,0.1643,0.2055,0.19,0.1301,0.0855,-0.0233,0.2665
s052,6,17,0.4519,-0.0261,-0.0293,0.1553,0.1594,0.1306,0.301,-0.0786,-0.0273,0.2826
s052,6,18,0.5057,-0.0177,-0.019,0.1548,0.1879,0.1601,0.2759,-0.0034,-0.0296,0.2317
s052,6,19,0.478,-0.0135,-0.0251,0.1651,0.2786,0.317,0.2947,-0.0417,-0.0479,0.2312
s052,6,20,0.4667,-0.0225,-0.0472,0.1901,0.5099,0.4895,0.326,-0.0989,-0.0425,0.2417
s052,6,21,0.4685,-0.0195,-0.0177,0.1727,0.2116,0.1807,0.1984,-0.0187,-0.0491,0.2623
s052,6,22,0.4535,-0.0269,-0.0248,0.1775,0.2052,0.1904,0.2353,-0.0285,-0.0444,0.3026
s052,6,23,0.4401,-0.0214,-0.024,0.2273,0.22,0.2016,0.2314,-0.0422,-0.0293,0.2784
s052,6,24,0.42,-0.0254,-0.0275,0.1838,0.2118,0.1936,0.2303,-0.086,-0.0563,0.3409
s052,6,25,0.4928,-0.0019,-0.0372,0.2178,0.2491,0.2071,0.2572,-0.0034,-0.0354,0.3116
s052,6,26,0.4548,-0.0341,-0.0201,0.2078,0.2029,0.1954,0.2105,0.0024,-0.0375,0.252
s052,6,27,0.4461,-0.0254,0.0021,0.2315,0.2058,0.1546,0.2119,-0.0332,-0.0478,0.2575
s052,6,28,0.4522,-0.0348,-0.0227,0.1756,0.1926,0.1702,0.2728,-0.0472,-0.0462,0.2486
s052,6,29,0.4026,-0.0048,0.0014,0.2015,0.1636,0.158,0.219,-0.0224,-0.0357,0.2544
s052,6,30,0.4622,-0.0267,-0.0145,0.1619,0.1971,0.1883,0.4226,-0.0522,-0.0449,0.2546
s052,6,31,0.4419,-0.0264,-0.0433,0.144,1.458,0.6,0.2662,-0.0673,-0.0373,0.2554
s052,6,32,0.4598,-0.038,-0.0243,0.5667,0.185,0.1957,0.3738,-0.057,0.3768,0.2341
s052,6,33,0.4564,-0.0319,-0.0401,0.139,0.2324,0.1812,0.307,-0.0512,-0.046,0.2884
s052,6,34,0.4495,-0.0214,-0.0285,0.7959,0.2203,0.1823,0.195,0.0096,-0.0507,0.2981
s052,6,35,0.4709,0.0011,-0.0372,0.1822,0.1802,0.1467,0.6688,-0.0277,-0.0388,0.2525
s052,6,36,0.4902,-0.0333,-0.0399,0.2584,0.2221,0.2108,0.2403,0.008,-0.0378,0.2351
s052,6,37,0.5376,-0.0322,-0.0443,0.3731,0.2282,0.1997,0.1995,-0.0145,-0.0425,0.2902
s052,6,38,0.467,-0.0298,-0.0093,0.2086,0.2274,0.1894,0.2598,-0.0343,-0.0396,0.2209
s052,6,39,0.4079,-0.0277,-0.0164,0.1878,0.1918,0.1952,0.263,-0.0549,-0.0391,0.2536
s052,6,40,0.4709,-0.0277,-0.0116,0.2052,0.1937,0.2208,0.2269,-0.0045,-0.0396,0.2473
s052,6,41,0.4488,-0.0319,-0.0098,0.6089,1.1082,0.2416,0.2105,-0.0145,-0.0206,0.2744
s052,6,42,0.5273,-0.042,-0.0016,0.1767,0.223,0.192,0.2129,-0.0322,-0.0325,0.2372
s052,6,43,0.4023,-0.0277,-0.0238,0.1775,0.2219,0.1939,0.2617,-0.0353,-0.0375,0.2575
s052,6,44,0.4248,-0.005,-0.0143,0.169,0.1771,0.2082,0.2129,-0.0248,-0.027,0.2705
s052,6,45,0.4532,-0.038,-0.0248,0.2038,0.1968,0.1759,0.248,-0.0576,-0.0421,0.2473
s052,6,46,0.4263,-0.0174,-0.0188,0.1951,0.1858,0.1883,0.238,-0.0478,-0.0476,0.2728
s052,6,47,0.4385,-0.0164,-0.0449,0.1704,0.1907,0.2071,0.2968,-0.0818,-0.0304,0.2805
s052,6,48,0.4896,-0.0256,-0.0201,0.15,0.186,0.1477,0.2316,-0.0446,-0.0407,0.2826
s052,6,49,0.472,-0.0209,-0.0111,0.163,0.2003,0.1954,0.2356,-0.0948,-0.0454,0.2697
s052,6,50,0.4419,-0.0085,0.0101,0.1804,0.1612,0.2034,0.2994,-0.1132,-0.0473,0.4181
s052,7,1,0.5732,-0.0153,-0.0016,0.2044,0.2809,0.1802,0.1114,0.177,-0.0446,0.2836
s052,7,2,0.5759,-0.0275,0.0203,0.2534,0.2095,0.1818,0.133,0.09,-0.032,0.3084
s052,7,3,0.4693,-0.0254,-0.0127,0.2157,0.2066,0.1805,0.1356,0.0987,-0.0317,0.2546
s052,7,4,0.5466,-0.029,0.0177,0.226,0.2013,0.1846,0.2045,0.0605,-0.0304,0.2573
s052,7,5,0.5408,-0.0214,0.0085,0.1864,0.234,0.1944,0.1781,0.1314,-0.0272,0.2726
s052,7,6,0.573,-0.0177,0.0027,0.2568,0.224,0.1852,0.1784,0.1406,-0.0423,0.3282
s052,7,7,0.5107,-0.013,-0.0404,0.1994,0.2094,0.2013,0.1312,0.1224,-0.0064,0.2668
s052,7,8,0.4865,-0.019,-0.0214,0.2007,0.228,0.1578,0.2596,0.0235,0.0607,0.7172
s052,7,9,0.5337,-0.0135,-0.0182,0.1928,0.204,0.1641,0.1478,0.085,-0.0409,0.237
s052,7,10,0.5229,-0.0206,-0.0343,0.1809,0.2275,0.1844,0.113,0.1295,-0.0441,0.2618
s052,7,11,0.5458,-0.0027,0.0087,0.2033,0.2182,0.1796,0.1741,0.0765,-0.0333,0.3071
s052,7,12,0.5094,-0.0288,-0.0354,0.1711,0.2176,0.1725,0.2654,0.0834,-0.0515,0.3556
s052,7,13,0.5144,-0.0248,-0.0095,0.1891,0.2159,0.1805,0.1338,0.1058,-0.0518,0.3282
s052,7,14,0.5331,-0.0275,-0.0254,0.1793,0.221,0.1997,0.1465,0.0823,-0.0478,0.3509
s052,7,15,0.5413,-0.0396,-0.0035,0.2052,0.2198,0.2097,0.1515,0.1053,-0.0307,0.2531
s052,7,16,0.5057,-0.0254,-0.0137,0.2162,0.2052,0.2084,0.1301,0.1332,-0.052,0.266
s052,7,17,0.5184,-0.0248,-0.0417,0.2091,0.1939,0.1923,0.1797,0.1026,-0.0338,0.242
s052,7,18,0.5221,-0.0016,-0.0314,0.2094,0.2327,0.2234,0.1264,0.1528,-0.046,0.262
s052,7,19,0.5047,-0.0401,-0.0441,0.1788,0.2111,0.1933,0.2013,0.0589,-0.023,0.3095
s052,7,20,0.4899,-0.0014,-0.0272,0.1569,0.223,0.2126,0.1794,0.1433,-0.0299,0.256
s052,7,21,0.5165,-0.0393,-0.0114,0.1846,0.2085,0.1976,0.1412,0.1351,-0.0634,0.2739
s052,7,22,0.5484,-0.0243,-0.0272,0.1846,0.2044,0.1691,0.1066,0.1063,-0.0496,0.3609
s052,7,23,0.5258,-0.0188,-0.0504,0.1812,0.2079,0.1511,0.138,0.1214,-0.0576,0.3158
s052,7,24,0.5434,-0.0288,-0.0035,0.2218,0.2003,0.1696,0.1304,0.11,-0.042,0.2836
s052,7,25,0.5392,-0.0272,-0.0496,0.1899,0.2081,0.1757,0.138,0.1264,-0.0478,0.2684
s052,7,26,0.5331,-0.0356,-0.013,0.1825,0.2095,0.2084,0.1855,0.1061,-0.0238,0.32
s052,7,27,0.5134,-0.0301,-0.0079,0.2025,0.23,0.1773,0.1486,0.0897,-0.0544,0.3003
s052,7,28,0.5308,-0.0188,-0.0098,0.2041,0.2093,0.2087,0.1604,0.1346,-0.0808,0.2399
s052,7,29,0.5313,-0.0177,-0.0206,0.1988,0.2382,0.1918,0.0942,0.201,-0.0338,0.2707
s052,7,30,0.5089,-0.0251,-0.0225,0.1867,0.2193,0.1807,0.0987,0.1103,0.328,0.2863
s052,7,31,0.5118,-0.0243,-0.0272,0.1951,0.2042,0.1916,0.0964,0.1504,-0.0249,0.381
s052,7,32,0.4838,-0.0153,-0.0272,0.173,0.2037,0.1862,0.1232,0.148,-0.0217,0.4224
s052,7,33,0.5002,-0.0256,-0.0383,0.1983,0.2245,0.1667,0.1607,0.1208,-0.0402,0.3066
s052,7,34,0.4954,-0.0272,-0.0079,0.2123,0.2116,0.1707,0.1285,0.1884,-0.0425,0.4258
s052,7,35,0.4957,-0.0153,-0.0391,0.2086,0.1944,0.1917,0.0906,0.2013,-0.0391,0.3435
s052,7,36,0.4786,-0.0206,-0.0082,0.2183,0.2359,0.1889,0.0871,0.1375,-0.0386,0.2892
s052,7,37,0.467,-0.0251,-0.0021,0.2083,0.1995,0.1789,0.137,0.1435,-0.0552,0.2602
s052,7,38,0.5139,-0.0222,-0.0396,0.4211,0.3165,0.225,0.1868,0.1193,-0.0357,0.2702
s052,7,39,0.4643,-0.0219,-0.0335,0.2212,0.2741,0.1842,0.2414,-0.024,-0.0375,0.2454
s052,7,40,0.467,-0.0111,-0.0356,0.3544,0.3414,0.1986,0.2627,-0.0047,-0.0507,0.213
s052,7,41,0.5007,-0.0016,-0.0451,0.2352,0.276,0.2078,0.2095,0.057,-0.0446,0.2966
s052,7,42,0.55,0.004,0.0048,0.2149,0.2224,0.2103,0.1594,0.1454,-0.0404,0.2728
s052,7,43,0.5144,-0.009,-0.0433,0.187,0.1852,0.2002,0.2279,-0.0066,-0.0673,0.2409
s052,7,44,0.4659,-0.0309,-0.0166,0.1914,0.1918,0.1535,0.138,0.047,-0.047,0.237
s052,7,45,0.477,-0.0166,-0.0037,0.1899,0.1897,0.1681,0.0795,0.1554,-0.046,0.2462
s052,7,46,0.4691,-0.0272,-0.0256,0.2178,0.2058,0.1385,0.147,0.1193,-0.0441,0.2589
s052,7,47,0.502,-0.0151,-0.0151,0.1928,0.1805,0.1543,0.1372,0.0639,-0.0721,0.2322
s052,7,48,0.4577,-0.0122,-0.0206,0.2031,0.1932,0.1773,0.1217,0.0929,-0.0333,0.2602
s052,7,49,0.5265,-0.0072,-0.0106,0.3565,0.5802,0.2055,0.152,0.1454,-0.0568,0.2633
s052,7,50,0.4725,-0.0383,0.0082,0.1925,0.1984,0.1604,0.1182,0.0496,-0.09,0.3119
s052,8,1,0.5131,-0.0259,0.0069,0.2162,0.2019,0.1235,0.1736,0.0383,-0.0349,0.2082
s052,8,2,0.5294,-0.0338,-0.0011,0.1772,0.186,0.12,0.1501,0.051,-0.0198,0.2053
s052,8,3,0.492,-0.0209,-0.0061,0.1793,0.1709,0.1375,0.2836,-0.0477,-0.0304,0.1969
s052,8,4,0.4759,-0.0085,0.0441,0.1946,0.1868,0.1322,0.1465,0.0673,-0.0196,0.1908
s052,8,5,0.4712,-0.028,-0.0137,0.1822,0.1934,0.1678,0.0747,0.1066,-0.0457,0.1908
s052,8,6,0.4714,-0.0264,-0.0148,0.1606,0.1816,0.1245,0.1185,0.1011,-0.0304,0.1842
s052,8,7,0.4662,-0.0314,0.0014,0.1854,0.4814,0.4756,0.4025,-0.0026,-0.0409,0.1795
s052,8,8,0.4812,-0.0312,0.0029,0.1901,0.1966,0.12,0.2886,0.0067,-0.0341,0.2082
s052,8,9,0.4419,-0.0391,-0.0341,0.1511,0.1607,0.0936,0.2308,-0.0084,-0.0365,0.2051
s052,8,10,0.4242,-0.0164,-0.0322,0.1566,0.1805,0.1174,0.2678,-0.0382,-0.0499,0.2101
s052,8,11,0.4538,-0.0322,-0.0177,0.1627,0.1726,0.1641,0.3479,0.0296,-0.0747,0.2372
s052,8,12,0.4582,-0.0246,-0.0322,0.173,0.1744,0.1206,0.2448,-0.0601,-0.0483,0.223
s052,8,13,0.4612,-0.0367,-0.0169,0.164,0.1852,0.1404,0.3094,-0.0639,-0.0434,0.2357
s052,8,14,0.4796,-0.0119,-0.0201,0.1698,0.22,0.1428,0.2918,-0.0483,-0.0642,0.2607
s052,8,15,0.4335,-0.0296,-0.0254,0.1545,0.2006,0.1361,0.2788,-0.019,-0.0396,0.2346
s052,8,16,0.4153,-0.0306,-0.0309,0.1548,0.2097,0.1693,0.2933,-0.0425,-0.0583,0.2016
s052,8,17,0.4553,-0.019,-0.0417,0.1632,0.2601,0.1451,0.2804,-0.0388,-0.0467,0.2206
s052,8,18,0.453,-0.0066,-0.0401,0.1838,0.2421,0.1491,0.2596,-0.0549,-0.0576,0.2124
s052,8,19,0.4232,-0.0312,-0.0546,0.1614,0.2681,0.1369,0.3057,-0.0216,-0.0533,0.2132
s052,8,20,0.4828,-0.0277,-0.0143,0.1588,0.201,0.1517,0.2904,-0.0491,-0.0518,0.2167
s052,8,21,0.4285,-0.0188,-0.0702,0.1366,0.2809,0.1467,0.2675,-0.0509,-0.0497,0.2153
s052,8,22,0.4311,-0.024,-0.047,0.1363,0.1823,0.167,0.128,-0.0382,-0.0415,0.185
s052,8,23,0.3715,-0.0293,-0.0314,0.1901,0.2121,0.105,0.2593,-0.0378,-0.059,0.2138
s052,8,24,0.4079,-0.0188,-0.0396,0.1719,0.1979,0.1438,0.2411,-0.0182,-0.0251,0.2011
s052,8,25,0.4612,-0.0153,-0.0533,0.1648,0.2098,0.1398,0.2517,-0.0448,-0.0525,0.2053
s052,8,26,0.434,-0.0243,-0.0459,0.1725,0.2211,0.1636,0.2092,0.0325,-0.0491,0.1979
s052,8,27,0.4224,-0.0283,-0.0222,0.1469,0.2258,0.4484,0.1238,0.0945,-0.0423,0.1879
s052,8,28,0.3855,-0.0014,-0.0478,0.1593,0.2266,0.1844,0.2738,-0.0456,-0.0536,0.204
s052,8,29,0.4401,-0.0188,-0.0459,0.1548,0.2163,0.1501,0.2256,-0.0425,-0.0621,0.2164
s052,8,30,0.4382,-0.0261,-0.0132,0.1967,0.2319,0.1577,0.2359,-0.0786,-0.0521,0.2037
s052,8,31,0.4854,-0.0222,-0.0164,0.193,0.2293,0.1664,0.1515,0.0391,-0.027,0.2169
s052,8,32,0.4374,-0.048,-0.0193,0.1907,0.209,0.1481,0.2171,-0.0222,-0.0357,0.2109
s052,8,33,0.4575,-0.0227,-0.0225,0.1843,0.2406,0.1796,0.0779,0.1232,-0.0452,0.213
s052,8,34,0.4387,-0.0288,-0.0137,0.2183,0.2675,0.1728,0.3659,-0.004,-0.0436,0.219
s052,8,35,0.4279,-0.0259,-0.0441,0.1769,0.1976,0.142,0.2264,0.0106,-0.0457,0.2045
s052,8,36,0.3976,-0.042,-0.0095,0.1893,0.2158,0.1923,0.2329,0.0143,-0.0309,0.2512
s052,8,37,0.4495,-0.0301,-0.0417,0.1793,0.1799,0.1427,0.1871,-0.0539,-0.0587,0.2655
s052,8,38,0.371,-0.0251,-0.0114,0.1656,0.2113,0.1124,0.2931,-0.0607,-0.0586,0.1998
s052,8,39,0.4448,-0.0206,-0.0232,0.182,0.1981,0.1564,0.2335,-0.048,-0.0531,0.2335
s052,8,40,0.372,-0.0335,-0.0312,0.1588,0.1944,0.1473,0.2258,-0.0476,-0.0503,0.2198
s052,8,41,0.4129,-0.0161,-0.0462,0.15,0.1522,0.1395,0.3851,0.0212,-0.0504,0.2378
s052,8,42,0.4828,-0.0333,-0.0396,0.1366,0.1765,0.1188,0.0747,0.0122,-0.0417,0.2146
s052,8,43,0.4522,-0.0277,-0.023,0.1498,0.182,0.1176,0.0629,0.003,-0.0336,0.2299
s052,8,44,0.4327,-0.0269,-0.0578,0.1332,0.177,0.1324,0.06,-0.005,-0.0172,0.2124
s052,8,45,0.4345,-0.0314,-0.0449,0.1403,0.1723,0.1332,0.0481,-0.0132,-0.0328,0.2072
s052,8,46,0.43,-0.0259,-0.0309,0.1479,0.1794,0.1198,0.0911,-0.0643,-0.0322,0.2085
s052,8,47,0.3902,0.0024,0.0689,0.1809,0.3361,0.1747,0.095,0.0467,0.6041,0.2293
s052,8,48,0.4277,-0.0209,-0.0414,0.1461,0.1958,0.149,0.0782,0.1361,-0.0423,0.2106
s052,8,49,0.4511,-0.0198,-0.0341,0.1529,0.2042,0.1314,0.2005,-0.0243,-0.0307,0.2446
s052,8,50,0.406,-0.0169,-0.0372,0.1798,0.2184,0.1422,0.2282,-0.053,-0.0521,0.2328
s053,1,1,0.1724,0.0177,-0.0043,0.7674,0.4576,0.4502,0.0695,-0.0211,0.0411,0.2807
s053,1,2,0.1787,0.0225,0.0087,0.2365,0.4418,0.1802,-0.02,-0.0227,-0.0185,0.1412
s053,1,3,0.1073,0.0114,0.0074,0.2273,0.4286,0.1815,-0.0013,-0.0306,-0.0088,0.1463
s053,1,4,0.0862,0.0014,-0.0011,0.2194,0.3956,0.0944,0.0025,-0.0385,-0.0061,0.1267
s053,1,5,0.1408,0.0098,-0.0145,0.2376,0.4357,0.2276,-0.0113,-0.0198,-0.022,0.3638
s053,1,6,0.0936,0.0082,-0.0116,0.1282,0.3142,0.1483,0.0296,-0.0638,-0.0209,0.1149
s053,1,7,0.3472,0.0475,-0.0182,0.6988,0.2603,0.1667,0.0275,-0.0061,-0.0138,0.2001
s053,1,8,0.4804,0.0016,0.014,0.1529,0.4144,0.1467,0.2324,-0.0672,0.052,0.2153
s053,1,9,0.2465,0.0137,-0.0225,0.1664,0.3221,0.139,0.0228,-0.0522,-0.0235,0.2088
s053,1,10,0.1342,0.0101,0.014,0.1788,0.4049,0.1778,0.0971,-0.0158,-0.0175,0.2051
s053,1,11,0.102,0.0116,0.0264,0.1701,0.3477,0.1295,0.0059,-0.0222,-0.0272,0.166
s053,1,12,0.1059,0.0209,0.0528,0.1548,0.358,0.129,0.0428,-0.0174,-0.0386,0.1352
s053,1,13,0.1292,0.0309,-0.0072,0.9937,0.5866,0.1665,0.0452,-0.0243,-0.0322,0.2884
s053,1,14,0.1342,-0.0106,0.0119,0.1371,0.3641,0.3877,0.0491,-0.0393,-0.0409,0.2726
s053,1,15,0.1065,0.013,0.0304,0.6471,0.3261,0.139,0.0106,-0.0485,-0.0235,0.1212
s053,1,16,0.1157,0.0359,0.0248,0.1282,0.311,0.1087,-0.0079,-0.0251,-0.0214,0.1273
s053,1,17,0.0859,0.0425,0.0137,0.158,0.3197,0.1105,0.0254,-0.0374,-0.0011,0.1666
s053,1,18,0.0859,0.0314,0.0248,0.5952,0.4416,0.5662,0.1103,-0.0451,-0.0631,0.2968
s053,1,19,0.1539,0.018,-0.0264,0.5024,0.4157,0.1464,0.0207,-0.0164,-0.0304,0.2314
s053,1,20,0.127,0.0201,0.0182,0.1909,0.3989,0.1465,0.0246,-0.0483,-0.032,0.1739
s053,1,21,0.0754,0.0312,0.009,0.7395,0.3039,0.2453,0.0304,-0.0335,-0.0444,0.141
s053,1,22,0.0827,0.0401,-0.0322,0.1522,0.2696,0.3278,0.0244,-0.0198,-0.0343,0.1687
s053,1,23,0.131,0.0172,-0.0275,0.2025,0.3814,0.1348,-0.0039,-0.0061,-0.0412,0.1505
s053,1,24,0.0822,0.0177,0.0106,0.1456,0.2846,0.3028,0.0987,-0.0454,-0.0301,0.1302
s053,1,25,0.0598,0.0428,0.0137,0.1791,0.2855,0.1282,0.0331,-0.0464,-0.0285,0.6932
s053,1,26,0.1866,0.0135,0.0014,0.3101,0.6238,0.168,0.0188,0.0283,-0.0349,0.4572
s053,1,27,0.1429,0.0296,-0.0043,0.1606,0.437,0.1235,0.0067,-0.0475,-0.0338,0.0959
s053,1,28,0.126,0.0425,-0.042,0.1427,0.3593,0.1601,-0.0066,-0.0509,-0.0338,0.151
s053,1,29,0.063,0.0327,-0.0101,0.1529,0.2823,0.1311,-0.0103,-0.0156,-0.0373,0.1526
s053,1,30,0.1025,0.0153,0.0251,0.1627,0.2433,0.1161,0.0267,-0.0374,-0.0402,0.1162
s053,1,31,0.0485,0.048,-0.0269,0.1627,0.2514,0.1288,0.0212,-0.0047,-0.0328,0.1626
s053,1,32,0.0906,0.0451,0.0048,0.178,0.4434,0.2901,-0.0224,0.014,-0.0351,0.1141
s053,1,33,0.0635,0.0116,-0.0177,0.1595,0.2396,0.1024,0.0223,-0.0699,-0.0272,0.1233
s053,1,34,0.0606,0.0298,-0.0153,0.1537,0.2659,0.1063,0.0022,0.0011,-0.0357,0.2926
