subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s056,7,48,0.1571,0.1288,0.1024,0.1691,0.353,0.2246,0.1236,0.0958,0.1568,0.1057
s056,7,49,0.1611,0.1377,0.4893,0.2421,0.3801,0.4613,0.0929,0.1119,0.1478,0.107
s056,7,50,0.1237,0.1151,0.0889,0.1597,0.2341,0.1232,0.1261,0.0805,0.1299,0.1204
s056,8,1,0.12,0.1351,0.0464,0.1886,0.2978,0.1765,0.0834,0.1056,0.1631,0.5329
s056,8,2,0.1381,0.1211,0.0525,0.1941,0.3705,0.1842,0.0877,0.1061,0.1551,0.1125
s056,8,3,0.1112,0.1185,0.0546,0.2501,0.4145,0.1876,0.085,0.1017,0.1672,0.1091
s056,8,4,0.1273,0.1077,0.0799,0.1965,0.2512,0.1663,0.0789,0.1071,0.1482,0.1162
s056,8,5,0.15,0.1306,0.0702,0.1605,0.2393,0.1916,0.0932,0.1024,0.1517,0.1254
s056,8,6,0.1323,0.1216,0.0747,0.1644,0.2697,0.1283,0.1798,0.1243,0.1755,0.1323
s056,8,7,0.112,0.1337,0.0607,0.1683,0.2325,0.1499,0.1067,0.0787,0.1654,0.102
s056,8,8,0.1134,0.1325,0.0488,0.2361,0.343,0.1699,0.1004,0.0951,0.1446,0.1331
s056,8,9,0.1128,0.129,0.0794,0.1881,0.252,0.1296,0.104,0.0876,0.1559,0.1204
s056,8,10,0.4055,0.1551,0.0868,0.1949,0.2319,0.1601,0.0884,0.1137,0.1475,0.1307
s056,8,11,0.1302,0.1325,0.0554,0.1861,0.2367,0.143,0.0993,0.1019,0.1791,0.1093
s056,8,12,0.1329,0.1211,0.0517,0.1634,0.2876,0.2529,0.1331,0.1042,0.1583,0.1146
s056,8,13,0.1949,0.1675,0.0657,0.1979,0.2823,0.237,0.1135,0.1156,0.1617,0.1085
s056,8,14,0.1376,0.1204,0.0689,0.2384,0.4094,0.1844,0.1283,0.1082,0.1799,0.1027
s056,8,15,0.1324,0.1391,0.0501,0.1933,0.2913,0.1636,0.1576,0.1079,0.1593,0.1289
s056,8,16,0.1386,0.1161,0.0697,0.2395,0.2364,0.1351,0.1212,0.0866,0.1528,0.1143
s056,8,17,0.1514,0.1124,0.0863,0.2161,0.2403,0.1375,0.104,0.1054,0.1554,0.1025
s056,8,18,0.1065,0.1451,0.0878,0.2311,0.2554,0.1934,0.1109,0.1098,0.1728,0.1062
s056,8,19,0.1514,0.1079,0.0631,0.1868,0.2349,0.1356,0.2211,0.229,0.1828,0.1238
s056,8,20,0.1244,0.1203,0.0625,0.1797,0.2596,0.1231,0.1547,0.1019,0.1638,0.1181
s056,8,21,0.161,0.1229,0.048,0.6618,0.3224,0.1662,0.1019,0.094,0.1533,0.1067
s056,8,22,0.1252,0.1217,0.0388,0.1488,0.2377,0.1539,0.1156,0.1168,0.1538,0.1056
s056,8,23,0.1379,0.1398,0.0628,0.1485,0.2565,0.1755,0.1787,0.1143,0.1459,0.122
s056,8,24,0.1527,0.1145,0.0768,0.1886,0.2425,0.1414,0.1299,0.1222,0.1677,0.3019
s056,8,25,0.125,0.1346,0.042,0.1696,0.2491,0.1327,0.1326,0.1391,0.1522,0.1215
s056,8,26,0.1701,0.1346,0.0886,0.1795,0.2694,0.1637,0.1359,0.1206,0.1475,0.1194
s056,8,27,0.0973,0.1288,0.0449,0.2076,0.2628,0.1415,0.1262,0.1238,0.1577,0.098
s056,8,28,0.1234,0.1391,0.101,0.1696,0.2656,0.1195,0.1095,0.1071,0.1717,0.1276
s056,8,29,0.1284,0.153,0.0694,0.1847,0.2688,0.1362,0.1233,0.1129,0.1553,0.117
s056,8,30,0.1534,0.1277,0.0646,0.2185,0.2543,0.1626,0.1335,0.1269,0.1739,0.1703
s056,8,31,0.1766,0.1137,0.0586,0.1578,0.2359,0.132,0.1177,0.1081,0.1638,0.1046
s056,8,32,0.141,0.1308,0.0567,0.4047,0.3054,0.176,0.0724,0.1502,0.173,0.1146
s056,8,33,0.1537,0.1213,0.0594,0.1751,0.2648,0.1301,0.1294,0.0995,0.1618,0.1088
s056,8,34,0.1593,0.1292,0.0923,0.1934,0.2572,0.1468,0.1185,0.1641,0.215,0.1531
s056,8,35,0.1801,0.4096,0.1124,0.2835,0.2768,0.1009,0.1227,0.0905,0.1559,0.1194
s056,8,36,0.1403,0.1662,0.1008,0.2023,0.5257,0.1976,0.1183,0.095,0.1794,0.1064
s056,8,37,0.1197,0.1549,0.0475,0.2015,0.2599,0.13,0.1173,0.1185,0.1607,0.1254
s056,8,38,0.1205,0.1473,0.0565,0.2149,0.4479,0.1741,0.1668,0.1177,0.1399,0.0933
s056,8,39,0.1426,0.152,0.0504,0.1933,0.2934,0.163,0.1286,0.0971,0.1493,0.0817
s056,8,40,0.153,0.1527,0.3775,0.9679,0.2414,0.239,0.0766,0.1824,0.1678,0.0975
s056,8,41,0.1479,0.1704,0.0931,0.5525,0.2628,0.0995,0.1246,0.1299,0.153,0.1046
s056,8,42,0.1487,0.1393,0.0712,0.2216,0.3094,0.1313,0.1016,0.1048,0.1388,0.1162
s056,8,43,0.1595,0.1108,0.071,0.2026,0.2791,0.1101,0.1344,0.0924,0.1596,0.0788
s056,8,44,0.1244,0.1295,0.047,0.197,0.2533,0.1238,0.113,0.0976,0.1283,0.1041
s056,8,45,0.1086,0.1536,0.0855,0.1992,0.2831,0.1185,0.1003,0.095,0.1498,0.117
s056,8,46,0.1263,0.1182,0.0675,0.1449,0.2747,0.1836,0.1668,0.1723,0.1578,0.1252
s056,8,47,0.2167,0.1307,0.067,0.1889,0.3387,0.1457,0.1051,0.113,0.1641,0.0919
s056,8,48,0.1168,0.1306,0.0636,0.6138,0.2646,0.1172,0.0945,0.0945,0.1597,0.1143
s056,8,49,0.115,0.1127,0.0718,0.2105,0.2868,0.1041,0.1061,0.1027,0.1509,0.1229
s056,8,50,0.2246,0.2728,0.0747,0.233,0.2582,0.1724,0.1114,0.0985,0.167,0.1302
s057,1,1,0.2587,0.0607,0.1042,0.2113,0.3698,0.1375,0.0793,0.3268,0.3188,0.2289
s057,1,2,0.2732,0.0892,0.1145,0.4441,0.3488,0.2519,0.1064,0.1269,0.1637,0.5603
s057,1,3,0.2679,0.1206,0.0939,0.489,0.2206,0.1824,0.1676,0.1254,0.2263,0.5081
s057,1,4,0.1621,0.1731,0.1074,0.5854,0.2504,0.1889,0.0866,0.1301,0.1704,0.243
s057,1,5,0.1566,0.1198,0.1024,0.2213,0.3741,0.1459,0.0987,0.1043,0.4742,0.2586
s057,1,6,0.1777,0.0895,0.1095,0.2007,0.4054,0.1515,0.1206,0.0902,0.2276,0.5152
s057,1,7,0.1843,0.0747,0.1138,0.2564,0.3682,0.1543,0.1367,0.1518,0.2145,0.3968
s057,1,8,0.1303,0.0905,0.1019,0.2477,0.4091,0.3564,0.1623,0.3379,0.2551,0.3256
s057,1,9,0.2716,0.08,0.4394,0.2353,0.3962,0.1475,0.1518,0.1364,0.2263,0.598
s057,1,10,0.2099,0.1016,0.1356,0.2635,0.8839,0.4957,0.1277,0.2535,0.1844,0.2882
s057,1,11,0.1661,0.0702,0.1093,0.1833,0.2662,0.1813,0.1309,0.0798,0.1972,0.2502
s057,1,12,0.2389,0.0749,0.1269,0.2503,0.358,0.1394,0.1365,0.0729,0.2384,0.309
s057,1,13,0.1561,0.0805,0.4416,0.4117,0.2615,0.1262,0.1004,0.0773,0.1755,0.261
s057,1,14,0.2265,0.2049,0.1469,0.2928,0.327,0.1377,0.1364,0.0473,0.2003,0.2196
s057,1,15,0.0804,0.1278,0.071,0.2897,0.4568,0.3234,0.1682,0.0628,0.4877,0.3324
s057,1,16,0.1637,0.0919,0.0979,0.1928,0.3269,0.131,0.2187,0.2346,0.1693,0.7523
s057,1,17,0.0759,0.1346,0.0876,0.1788,0.4126,0.2496,0.4152,0.0932,0.1677,0.2381
s057,1,18,0.098,0.2501,0.0852,0.2556,0.3699,0.1211,0.1465,0.0647,0.3017,0.222
s057,1,19,0.1552,0.0815,0.0992,0.1796,0.3762,0.3435,0.103,0.0982,0.2018,0.2104
s057,1,20,0.0865,0.1251,0.08,0.1564,0.3588,0.4009,0.1301,0.1093,0.2162,0.2355
s057,1,21,0.2513,0.0816,0.143,0.255,0.5315,0.3729,0.2098,0.1169,0.2261,0.391
s057,1,22,0.1671,0.0972,0.0876,0.2228,1.3034,0.6119,0.1346,0.0903,0.8648,0.2396
s057,1,23,0.1912,0.086,0.3484,0.4865,0.5422,0.3045,0.0856,0.0911,0.3821,0.2517
s057,1,24,0.1184,0.1174,0.0895,0.1773,0.3688,0.1633,0.1771,0.0525,0.3268,0.4087
s057,1,25,0.1677,0.0947,0.1004,0.1979,0.3461,0.1533,0.1188,0.0686,0.1947,0.2146
s057,1,26,0.1084,0.114,0.0845,0.1794,0.3952,0.1528,0.2055,0.4492,0.1725,0.2831
s057,1,27,0.1587,0.0955,0.0865,0.5644,0.2578,0.1163,0.1169,0.0507,0.2096,0.2444
s057,1,28,0.0983,0.119,0.0786,0.1772,0.3959,0.148,0.1209,0.062,0.2569,0.3108
s057,1,29,0.1203,0.1232,0.0758,0.5177,0.6117,0.1551,0.1154,0.1024,0.1711,0.2389
s057,1,30,0.1336,0.1164,0.0926,0.1659,0.3661,0.1576,0.1146,0.0953,0.6218,0.4065
s057,1,31,0.1693,0.0789,0.119,0.494,0.2309,0.1386,0.1212,0.1684,0.259,0.3356
s057,1,32,0.0991,0.1346,0.0858,0.2126,0.4182,0.1475,0.1475,0.1127,0.241,0.2729
s057,1,33,0.1909,0.0662,0.1141,0.2972,0.2931,0.1278,0.1204,0.1082,0.2722,0.3175
s057,1,34,0.1025,0.1193,0.0739,0.1731,0.4959,0.1675,0.1439,0.0897,0.2221,0.2541
s057,1,35,0.116,0.1055,0.08,0.2108,0.4416,0.2211,0.1615,0.104,0.3007,0.2581
s057,1,36,0.1429,0.0869,0.0858,0.4151,0.276,0.1272,0.1043,0.1277,0.2047,0.52
s057,1,37,0.2067,0.0347,0.4006,0.3355,0.3112,0.3036,0.1517,0.0974,0.1928,0.2436
s057,1,38,0.2051,0.0808,0.2463,0.2281,0.3955,0.1412,0.1183,0.1451,0.2347,0.2365
s057,1,39,0.1231,0.0939,0.1261,0.3956,0.566,0.2163,0.2623,0.124,0.153,0.237
s057,1,40,0.0854,0.1251,0.0646,0.1633,0.3364,0.1797,0.1217,0.1193,0.4581,0.2554
s057,1,41,0.1775,0.0979,0.0905,0.235,0.47,0.153,0.1241,0.1404,0.2321,0.2937
s057,1,42,0.1585,0.1008,0.0849,0.1855,0.4574,0.1309,0.0977,0.1135,0.2909,0.2819
s057,1,43,0.1371,0.0834,0.1016,0.2171,0.3763,0.2039,0.0685,0.181,0.1988,0.2523
s057,1,44,0.1331,0.0869,0.1129,0.2295,0.3101,0.2322,0.1868,0.0851,0.1849,0.2462
s057,1,45,0.13,0.0919,0.0857,0.215,0.4658,0.1805,0.1449,0.1278,0.197,0.2212
s057,1,46,0.1501,0.0958,0.1182,0.5377,0.3216,0.3754,0.1257,0.2624,0.1604,0.25
s057,1,47,0.1403,0.0594,0.1206,0.2036,0.4291,0.1431,0.0953,0.1209,0.1965,0.449
s057,1,48,0.1545,0.0918,0.1053,0.2192,0.3599,0.1618,0.1028,0.147,0.1915,0.2874
s057,1,49,0.1252,0.105,0.1192,0.2493,0.4131,0.1286,0.0985,0.0858,0.2108,0.2565
s057,1,50,0.1901,0.1088,0.2796,0.2398,0.3269,0.1322,0.0906,0.1032,0.1519,0.3256
s057,2,1,0.0812,0.1512,0.0594,0.2214,0.7643,0.1958,0.218,0.1533,0.4868,0.573
s057,2,2,0.2758,0.0557,0.1885,0.23,0.504,0.1489,0.1148,0.3796,0.1976,0.2953
s057,2,3,0.4859,0.085,0.2332,0.8759,0.3556,0.2077,0.1417,0.1066,0.177,0.5328
s057,2,4,0.1754,0.0961,0.0953,0.153,0.3915,0.1607,0.0914,0.0794,0.3336,0.3185
s057,2,5,0.163,0.0886,0.1032,0.8165,0.2958,0.2026,0.1248,0.1048,0.6245,0.2631
s057,2,6,0.103,0.1233,0.0551,0.344,0.3868,0.1273,0.1165,0.0897,0.1744,0.553
s057,2,7,0.2769,0.4673,0.1586,0.236,0.2892,0.1455,0.1014,0.0681,0.571,0.309
s057,2,8,0.27,0.1108,0.0797,0.221,0.3118,0.1929,0.1323,0.1016,0.1933,0.4638
s057,2,9,0.1294,0.0821,0.09,0.2079,0.3301,0.188,0.1665,0.0802,0.1872,0.2497
s057,2,10,0.1988,0.0955,0.0849,0.2136,0.3045,0.2419,0.1531,0.075,0.1683,0.2336
s057,2,11,0.1055,0.1662,0.1174,0.5868,0.2862,0.1446,0.0962,0.1053,0.2447,0.246
s057,2,12,0.251,0.1003,0.12,0.2801,0.4231,0.315,0.2074,0.1404,0.1474,0.289
s057,2,13,0.1067,0.1444,0.0747,0.1606,0.3503,0.1599,0.1502,0.1148,0.1633,0.2378
s057,2,14,0.1363,0.1269,0.1338,0.2305,0.2994,0.1536,0.147,0.0808,0.2762,0.4746
s057,2,15,0.2466,0.1137,0.0815,0.2353,0.3152,0.2002,0.1581,0.0755,0.2042,0.256
s057,2,16,0.1653,0.0919,0.0942,0.1514,0.3682,0.1773,0.1156,0.1053,0.1501,0.2681
s057,2,17,0.3298,0.0963,0.1064,0.3305,0.3359,0.5143,0.1484,0.0916,0.2248,0.2056
s057,2,18,0.1257,0.114,0.0803,0.1533,0.2802,0.1422,0.1594,0.033,0.2242,0.2534
s057,2,19,0.1444,0.244,0.0625,0.2303,0.3316,0.1586,0.151,0.0259,0.3275,0.2341
s057,2,20,0.1205,0.0995,0.0786,0.1913,0.3572,0.1688,0.1557,0.0665,0.1792,0.4604
s057,2,21,0.2206,0.0955,0.077,0.1617,0.386,0.2232,0.2333,0.2206,0.1843,0.6574
s057,2,22,0.2312,0.0683,0.1066,0.1596,0.3311,0.1631,0.1881,0.0845,0.2099,0.2765
s057,2,23,0.107,0.1214,0.0712,0.2026,0.4434,0.1955,0.2056,0.0786,0.1662,0.2811
s057,2,24,0.1255,0.0815,0.1063,0.1414,0.3986,0.4646,0.1114,0.1061,0.166,0.3221
s057,2,25,0.107,0.1195,0.0699,0.1169,0.3862,0.6203,0.2454,1.4652,0.1643,0.289
s057,2,26,0.1078,0.1217,0.0251,0.143,0.3392,0.1254,0.1299,0.0895,0.2667,0.3219
s057,2,27,0.0841,0.1296,0.0507,0.3152,0.3087,0.1328,0.1138,0.0771,0.1604,0.3908
s057,2,28,0.1189,0.0976,0.0639,0.1641,0.2963,0.1441,0.1455,0.0895,0.1894,0.2483
s057,2,29,0.1455,0.0866,0.0818,0.1596,0.3672,0.3837,0.1663,0.1237,0.1417,0.1998
s057,2,30,0.0812,0.1325,0.0504,0.3326,0.6854,0.3015,0.1657,0.0953,0.3811,0.469
s057,2,31,0.2977,0.0762,0.0795,0.1182,0.2873,0.1776,0.1078,0.109,0.1037,0.2206
s057,2,32,0.1089,0.1143,0.0683,0.2616,0.3311,0.2164,0.147,0.061,0.1955,0.2835
s057,2,33,0.1276,0.1171,0.0932,0.1757,0.3562,0.2016,0.118,0.1154,0.4961,0.256
s057,2,34,0.2112,0.0707,0.0935,0.1235,0.3482,0.1944,0.1188,0.0939,0.2076,0.5983
s057,2,35,0.16,0.0784,0.3476,0.2537,0.3957,0.1676,0.1127,0.1557,0.2218,0.2198
s057,2,36,0.15,0.1008,0.067,0.1504,0.3163,0.1388,0.0877,0.1074,0.1329,0.2439
s057,2,37,0.2599,0.0987,0.0971,0.3012,0.3211,0.1409,0.0925,0.1059,0.1638,0.2262
s057,2,38,0.2249,0.1105,0.0794,0.2717,0.3097,0.1472,0.1043,0.0784,0.1738,0.4862
s057,2,39,0.0809,0.0956,0.0636,0.148,0.3092,0.1673,0.1138,0.104,0.4774,0.2256
s057,2,40,0.1817,0.0839,0.0757,0.1713,0.3445,0.1647,0.194,0.1187,0.1338,0.2349
s057,2,41,0.0872,0.1184,0.0269,0.1151,0.348,0.1651,0.0969,0.1164,0.1683,0.2682
s057,2,42,0.1025,0.1094,0.0726,0.1406,0.3416,0.3577,0.2253,0.1351,0.1843,0.2623
s057,2,43,0.1363,0.0828,0.0823,0.1139,0.3767,0.2005,0.1955,0.0916,0.2166,0.2475
s057,2,44,0.1028,0.1116,0.0602,0.1536,0.3498,0.2101,0.2132,0.1428,0.182,0.2887
s057,2,45,0.2524,0.1707,0.1428,0.2611,0.3622,0.2747,0.214,0.1085,0.2002,0.2806
s057,2,46,0.3312,0.1195,0.071,0.2158,0.3082,0.215,0.1562,0.0623,0.2305,0.3931
s057,2,47,0.2539,0.0855,0.1388,0.3402,0.2831,0.1704,0.1428,0.0715,0.2624,0.2425
s057,2,48,0.097,0.129,0.0644,0.1224,0.3601,0.2069,0.1913,0.0694,0.5813,0.2729
s057,2,49,0.3921,0.1329,0.086,0.211,0.3342,0.2148,0.1267,0.0689,0.1989,0.2697
s057,2,50,0.1951,0.0625,0.1439,0.0926,0.4603,0.1557,0.2382,0.1847,0.2553,0.2631
s057,3,1,0.2404,0.0889,0.0918,0.2047,0.3461,0.1494,0.1141,0.098,0.1583,0.5611
s057,3,2,0.1524,0.0892,0.0834,0.1609,0.372,0.1518,0.1154,0.0868,0.1482,0.2112
s057,3,3,0.141,0.1132,0.0699,0.1728,0.2999,0.165,0.1012,0.0757,0.1991,0.4891
s057,3,4,0.2985,0.0832,0.1035,0.2125,0.2805,0.1697,0.1217,0.056,0.1816,0.2049
s057,3,5,0.1458,0.1079,0.0834,0.1973,0.3949,0.1881,0.2179,0.0747,0.5293,0.2955
s057,3,6,0.169,0.0797,0.0823,0.2334,0.3399,0.1758,0.2665,0.1322,0.6883,0.2554
s057,3,7,0.0775,0.1333,0.0808,0.1461,0.3127,0.1446,0.1307,0.0694,0.1403,0.2278
s057,3,8,0.1218,0.2245,0.3743,0.2231,0.3358,0.1718,0.0932,0.0692,0.1084,0.2508
s057,3,9,0.1358,0.0918,0.0802,0.1145,0.2807,0.1665,0.1391,0.0832,0.1878,0.3702
s057,3,10,0.2758,0.0948,0.091,0.2195,0.2775,0.1546,0.1177,0.0797,0.0949,0.2338
s057,3,11,0.2658,0.0942,0.0906,0.3513,0.252,0.1441,0.1146,0.0992,0.1124,0.2431
s057,3,12,0.1458,0.1006,0.0784,0.2292,0.3277,0.1578,0.1494,0.0805,0.1453,0.2906
s057,3,13,0.1357,0.1059,0.0741,0.4227,0.2641,0.2258,0.194,0.0686,0.5072,0.3511
s057,3,14,0.1228,0.1001,0.0596,0.1301,0.3418,0.1372,0.1589,0.0212,0.1984,0.2515
s057,3,15,0.1653,0.1018,0.0914,0.1546,0.2927,0.1541,0.1333,0.0399,0.2247,0.2325
s057,3,16,0.1743,0.1232,0.3371,0.2553,0.5793,0.2253,0.1618,0.1114,0.1815,0.232
s057,3,17,0.1394,0.1103,0.067,0.163,0.3174,0.1327,0.1776,0.1344,0.1313,0.2481
s057,3,18,0.1524,0.1269,0.0678,0.2161,0.3686,0.2097,0.1088,0.1048,0.1137,0.2486
s057,3,19,0.2165,0.1364,0.0799,0.2058,0.3089,0.19,0.1175,0.1517,0.154,0.2544
s057,3,20,0.1706,0.0924,0.0939,0.1694,0.4606,0.1671,0.1539,0.0724,0.1063,0.2621
s057,3,21,0.1371,0.1032,0.0826,0.1332,0.2757,0.1631,0.1355,0.0729,0.1349,0.2354
s057,3,22,0.1297,0.1185,0.1105,0.1883,0.3303,0.1441,0.1594,0.1143,0.172,0.2407
s057,3,23,0.1076,0.1124,0.0863,0.1733,0.3163,0.2227,0.2588,0.162,0.1467,0.2515
s057,3,24,0.1824,0.0913,0.0919,0.1888,0.3835,0.191,0.1665,0.0763,0.1383,0.3585
s057,3,25,0.1495,0.0921,0.0944,0.1475,0.3058,0.1729,0.1844,0.0987,0.1572,0.2072
s057,3,26,0.4129,0.0873,0.1216,0.158,0.3553,0.1679,0.1385,0.071,0.1493,0.2834
s057,3,27,0.1321,0.1016,0.0919,0.1298,0.353,0.1702,0.1413,0.0586,0.1588,0.2613
s057,3,28,0.2465,0.1364,0.0961,0.1754,0.2834,0.1536,0.1317,0.1061,0.0401,0.2576
s057,3,29,0.1228,0.094,0.0911,0.1309,0.3579,0.2016,0.1259,0.1839,0.2421,0.3005
s057,3,30,0.1363,0.1161,0.466,0.3033,0.4901,0.1966,0.1317,0.1196,0.1351,0.2098
s057,3,31,0.1105,0.1214,0.0739,0.1842,0.3101,0.1924,0.1555,0.093,0.0871,0.3398
s057,3,32,0.165,0.1103,0.0768,0.1897,0.3166,0.1815,0.0943,0.0889,0.1303,0.3
s057,3,33,0.4024,0.1039,0.0839,0.205,0.3063,0.1797,0.1683,0.047,0.1596,0.2539
s057,3,34,0.1305,0.1158,0.0926,0.2162,0.3144,0.1596,0.1304,0.0903,0.0995,0.2518
s057,3,35,0.4559,0.1188,0.07,0.226,0.3195,0.1825,0.138,0.1125,0.143,0.2515
s057,3,36,0.3185,0.0976,0.1216,0.2769,0.3171,0.2315,0.0893,0.2981,0.211,0.3295
s057,3,37,0.1761,0.1024,0.0892,0.153,0.3464,0.2013,0.1172,0.1024,0.1855,0.2631
s057,3,38,0.1521,0.1412,0.0507,0.1736,0.3637,0.1557,0.1483,0.0686,0.1265,0.2544
s057,3,39,0.1295,0.115,0.0768,0.1802,0.3137,0.1546,0.1288,0.0885,0.5037,0.2711
s057,3,40,0.1244,0.1372,0.0853,0.1809,0.3047,0.1791,0.1141,0.0789,0.1382,0.256
s057,3,41,0.1956,0.1095,0.06,0.1878,0.346,0.1412,0.0998,0.0766,0.0897,0.2161
s057,3,42,0.134,0.149,0.2089,0.1901,0.3565,0.1444,0.136,0.0731,0.0602,0.2692
s057,3,43,0.1571,0.1709,0.0981,0.2878,0.3511,0.2222,0.1108,0.0779,0.0863,0.2233
s057,3,44,0.1418,0.1027,0.7181,0.2685,0.3669,0.2382,0.1752,0.0808,0.1454,0.2286
s057,3,45,0.1242,0.1051,0.067,0.1321,0.3037,0.1353,0.1718,0.0307,0.139,0.3821
s057,3,46,0.255,0.0035,0.3524,0.2664,0.2939,0.253,0.112,0.0874,0.1032,0.2259
s057,3,47,0.1571,0.1285,0.0798,0.1669,0.7766,0.2042,0.1427,0.0855,0.1122,0.2233
s057,3,48,0.1374,0.1254,0.0604,0.1559,0.3016,0.1536,0.1592,0.2735,0.1672,0.2431
s057,3,49,0.1568,0.1364,0.0681,0.2018,0.3596,0.162,0.1259,0.0792,0.0984,0.5112
s057,3,50,0.3095,0.1023,0.0986,0.2092,0.4107,0.175,0.1066,0.0919,0.1079,0.2386
s057,4,1,0.169,0.2253,0.0784,0.1662,0.3574,0.128,0.0916,0.0729,0.1185,0.2086
s057,4,2,0.1898,0.0987,0.0873,0.1475,0.3206,0.1328,0.1006,0.0744,0.1041,0.2009
s057,4,3,0.1168,0.101,0.0641,0.1385,0.3356,0.132,0.1525,0.046,0.3318,0.2866
s057,4,4,0.0865,0.1095,0.0607,0.3276,0.2957,0.1228,0.1186,0.0937,0.1195,0.4778
s057,4,5,0.2056,0.1124,0.0639,0.4829,1.0053,0.2135,0.1386,0.0771,0.1937,0.2394
s057,4,6,0.111,0.1359,0.0312,0.1214,0.4358,0.1702,0.3662,0.122,0.1322,0.2407
s057,4,7,0.1514,0.0805,0.0757,0.1449,0.3311,0.1649,0.1399,0.0935,0.2458,0.2165
s057,4,8,0.1547,0.2124,0.114,0.1738,0.3376,0.1515,0.4463,0.1702,0.2166,0.2584
s057,4,9,0.2613,0.1142,0.0749,0.2036,0.5239,0.1557,0.3015,0.1124,0.1117,0.2616
s057,4,10,0.2378,0.3257,0.1048,0.1912,0.2939,0.1172,0.1381,0.0935,0.1087,0.2325
s057,4,11,0.1184,0.1269,0.0818,0.2804,0.3289,0.134,0.1686,0.0829,0.1143,0.2159
s057,4,12,0.1099,0.1764,0.0902,0.2372,0.2965,0.1589,0.1024,0.1209,0.1477,0.2705
s057,4,13,0.1643,0.1277,0.0877,0.1412,0.3198,0.1905,0.1149,0.1398,0.0968,0.2721
s057,4,14,0.1584,0.1119,0.076,0.1111,0.3091,0.1387,0.1138,0.0958,0.0942,0.2388
s057,4,15,0.1321,0.5077,0.0826,0.1866,0.3192,0.1523,0.1135,0.0948,0.1179,0.2953
s057,4,16,0.1368,0.1145,0.0507,0.1495,0.3759,0.1423,0.1441,0.1013,0.1209,0.2114
s057,4,17,0.116,0.1174,0.0771,0.311,0.4129,0.2158,0.1151,0.1016,0.0667,0.2446
s057,4,18,0.187,0.132,0.1014,0.1266,0.2612,0.1512,0.1668,0.1093,0.2207,0.2069
s057,4,19,0.1057,0.1219,0.0573,0.1432,0.3261,0.2566,0.2203,0.0726,0.1942,0.2256
s057,4,20,0.1028,0.1196,0.0557,0.3218,0.4269,0.1546,0.1078,0.0995,0.0802,0.2515
s057,4,21,0.1461,0.12,0.0737,0.1409,0.2742,0.1746,0.1304,0.0818,0.1255,0.2486
s057,4,22,0.0825,0.1045,0.0699,0.1525,0.292,0.1333,0.3691,0.1038,0.1174,0.2244
s057,4,23,0.0864,0.1249,0.0507,0.3819,0.3185,0.1232,0.1122,0.0784,0.0998,0.2446
s057,4,24,0.1007,0.1032,0.0446,0.1193,0.3308,0.2545,0.165,0.1111,0.2701,0.2394
s057,4,25,0.1065,0.1348,0.0364,0.0981,0.2982,0.1388,0.1156,0.0906,0.0678,0.2426
s057,4,26,0.1262,0.1728,0.0828,0.1775,0.2939,0.1957,0.1462,0.0839,0.1381,0.275
s057,4,27,0.1292,0.1306,0.0863,0.1841,0.2991,0.1805,0.0995,0.1146,0.1195,0.2193
s057,4,28,0.1358,0.114,0.095,0.1891,0.3121,0.1837,0.136,0.0816,0.0689,0.2597
s057,4,29,0.1479,0.0887,0.0842,0.1382,0.3195,0.1472,0.1998,0.109,0.0988,0.411
s057,4,30,0.2518,0.1176,0.0992,0.2107,0.2939,0.1876,0.2393,0.1029,0.1527,0.9356
s057,4,31,0.149,0.0857,0.0567,0.1026,0.3216,0.3569,0.1088,0.0818,0.1546,0.2061
s057,4,32,0.1228,0.119,0.0515,0.1269,0.2655,0.1349,0.1297,0.0779,0.0849,0.2822
s057,4,33,0.1482,0.1072,0.0915,0.1796,0.2936,0.133,0.104,0.0721,0.1201,0.2341
s057,4,34,0.1171,0.1051,0.0715,0.1502,0.3161,0.1214,0.1228,0.0636,0.0723,0.2336
s057,4,35,0.4161,0.0815,0.1058,0.2123,0.2954,0.2055,0.1328,0.0863,0.1032,0.2333
s057,4,36,0.1342,0.1193,0.1145,0.2036,0.2765,0.1844,0.1109,0.1931,0.164,0.2196
s057,4,37,0.0972,0.191,0.0871,0.3106,0.3269,0.1918,0.1299,0.0837,0.123,0.2328
s057,4,38,0.1131,0.1101,0.057,0.0898,0.3393,0.2095,0.1085,0.1016,0.2232,0.2534
s057,4,39,0.1311,0.1198,0.0551,0.119,0.3321,0.1441,0.1323,0.0718,0.0687,0.2278
s057,4,40,0.1094,0.1135,0.0615,0.1553,0.2915,0.1799,0.219,0.0879,0.1828,0.2309
s057,4,41,0.1126,0.1167,0.0562,0.0886,0.3103,0.1818,0.1304,0.0847,0.2055,0.3507
s057,4,42,0.1748,0.1068,0.0981,0.1134,0.2783,0.1491,0.1354,0.0752,0.1047,0.2275
s057,4,43,0.1278,0.1243,0.0406,0.148,0.2726,0.21,0.1051,0.1074,0.0538,0.3114
s057,4,44,0.1065,0.1124,0.0583,0.1097,0.3245,0.1512,0.1122,0.0979,0.0681,0.4562
s057,4,45,0.3209,0.0921,0.0982,0.2012,0.3015,0.1459,0.1273,0.0958,0.0494,0.2349
